Well,Target,Content,Replicate,Sample,Dilution,Cq,PlateID,Concentration,Efficiency,TCN,CqAdjusted,AdjustedTCN,mg,TCN_mg,AdjustedTCN_mg
B19,16S,Unkn,90,W4-5,100,16.0654975324124,plate 4,0.01,1.901857864557725,5.1398337638099e7,14.899293914686867,1.052605749792773e8,129.0,1.992183629383682e7,4.07986724725881e7
B20,16S,Unkn,90,W4-5,100,16.0188359871043,plate 4,0.01,1.901857864557725,5.307379692089227e7,14.856019557533829,1.0846574849068178e8,129.0,2.057123911662491e7,4.204098778708596e7
B21,16S,Unkn,90,W4-5,100,16.0552489473353,plate 4,0.01,1.901857864557725,5.1761737949939e7,14.889789280238707,1.0595633263357274e8,129.0,2.0062689127883334e7,4.106834598200494e7
B22,16S,Unkn,102,W4-5,500,18.529612840011,plate 4,0.002,1.901857864557725,4.7232682504827365e7,17.184537688402582,1.0797142147862577e8,129.0,1.830724128094084e7,4.1849388170009986e7
B23,16S,Unkn,102,W4-5,500,18.5683365782959,plate 4,0.002,1.901857864557725,4.599190579218132e7,17.220450448466067,1.0531688395972441e8,129.0,1.7826320074488882e7,4.082049765880791e7
B24,16S,Unkn,102,W4-5,500,18.5526460453584,plate 4,0.002,1.901857864557725,4.649068114355219e7,17.20589890025275,1.0638452370218971e8,129.0,1.8019643854089998e7,4.123431151247663e7
C01,ITS,Unkn,3,W1-4,100,20.9174640201173,plate 4,0.01,1.8876188810285501,3.1430997534145527e7,19.172267856143705,5.178449952077286e7,135.7,1.1581060255764749e7,1.9080508298000317e7
C02,ITS,Unkn,3,W1-4,100,20.9454967156054,plate 4,0.01,1.8876188810285501,3.0855525035274543e7,19.197961713970383,5.087040103468837e7,135.7,1.1369021752127687e7,1.8743699718013402e7
C03,ITS,Unkn,3,W1-4,100,20.9541368146428,plate 4,0.01,1.8876188810285501,3.068028897368234e7,19.205880948007998,5.059192849087314e7,135.7,1.1304454301283102e7,1.864109376966586e7
C04,ITS,Unkn,19,W1-4,500,23.4508039849015,plate 4,0.002,1.8876188810285501,2.9585673258756448e7,21.49424495283212,5.178274066628258e7,135.7,1.0901132372423157e7,1.907986023075998e7
C05,ITS,Unkn,19,W1-4,500,23.4780081802909,plate 4,0.002,1.8876188810285501,2.905985323051505e7,21.519179434388526,5.089545548583643e7,135.7,1.07073888100645e7,1.875293127702153e7
C06,ITS,Unkn,19,W1-4,500,23.4881448926453,plate 4,0.002,1.8876188810285501,2.886632320359229e7,21.528470415563504,5.056874101921771e7,135.7,1.0636080767720077e7,1.8632550117618904e7
C07,ITS,Unkn,35,W4-6,100,21.8248574027508,plate 4,0.01,1.8525861006622604,1.7281793757262606e7,19.414096632920366,4.379273485059811e7,134.3,6.434025970686003e6,1.6304071053833993e7
C08,ITS,Unkn,35,W4-6,100,21.7639531323498,plate 4,0.01,1.8525861006622604,1.7989725808255337e7,19.35991981200911,4.546853022704824e7,134.3,6.697589653110698e6,1.6927971045066357e7
C09,ITS,Unkn,35,W4-6,100,21.886033214422,plate 4,0.01,1.8525861006622604,1.6598748883530302e7,19.468515000814595,4.2171641566602424e7,134.3,6.179727804739501e6,1.5700536696426813e7
C10,ITS,Unkn,47,W4-6,500,24.2536218553202,plate 4,0.002,1.8525861006622604,1.7428101327084187e7,21.57458120840452,4.897804090791648e7,134.3,6.488496398765519e6,1.8234564746059746e7
C11,ITS,Unkn,47,W4-6,500,24.5131516605606,plate 4,0.002,1.8525861006622604,1.4687627973711487e7,21.805443505696093,4.173543392770411e7,134.3,5.4682159246878205e6,1.5538136235183956e7
C12,ITS,Unkn,47,W4-6,500,24.5388362788297,plate 4,0.002,1.8525861006622604,1.4441045933133192e7,21.828291016305403,4.107968901900857e7,134.3,5.37641322901459e6,1.5294001868580999e7
C13,16S,Unkn,59,W1-4,100,15.9813667552784,plate 4,0.01,1.9156313661682376,5.4458643975872345e7,14.98764478364015,9.900781502472743e7,135.7,2.0065823130387746e7,3.648040347263354e7
C14,16S,Unkn,59,W1-4,100,15.9035202138854,plate 4,0.01,1.9156313661682376,5.745242665176897e7,14.914638743049295,1.0414693284382237e8,135.7,2.1168911809789598e7,3.837396199109152e7
C15,16S,Unkn,59,W1-4,100,16.1071866678836,plate 4,0.01,1.9156313661682376,4.994620903866747e7,15.105641209459773,9.12323817209102e7,135.7,1.8403172084991697e7,3.36154685780804e7
C16,16S,Unkn,75,W1-4,500,18.4547231743606,plate 4,0.002,1.9156313661682376,4.972804342866709e7,17.307207809768478,9.917025568110216e7,135.7,1.8322786819700476e7,3.654025633054612e7
C17,16S,Unkn,75,W1-4,500,18.4836247401017,plate 4,0.002,1.9156313661682376,4.8749777239434816e7,17.334312275090603,9.7324498796007e7,135.7,1.7962335018214744e7,3.586016904790236e7
C18,16S,Unkn,75,W1-4,500,18.4813606177523,plate 4,0.002,1.9156313661682376,4.882571400240983e7,17.332188935952026,9.746784514481969e7,135.7,1.7990314665589474e7,3.591298642034624e7
C19,16S,Unkn,91,W4-6,100,16.1453628585811,plate 4,0.01,1.9568018334459136,4.865245938999553e7,15.636746160120444,6.3135044621762276e7,134.3,1.811335048026639e7,2.3505228824185506e7
C20,16S,Unkn,91,W4-6,100,16.1928226417384,plate 4,0.01,1.9568018334459136,4.709072694145372e7,15.682710849086886,6.11552494001449e7,134.3,1.7531916210518878e7,2.2768149441602714e7
C21,16S,Unkn,91,W4-6,100,16.2860108895346,plate 4,0.01,1.9568018334459136,4.416858457372536e7,15.772963449084733,5.744668888274494e7,134.3,1.6444000213598419e7,2.138744932343445e7
C22,16S,Unkn,103,W4-6,500,18.6166235567784,plate 4,0.002,1.9568018334459136,4.449026963352989e7,18.030156365370498,6.008308620523337e7,134.3,1.656376382484359e7,2.2368982205969233e7
C23,16S,Unkn,103,W4-6,500,18.5791897753138,plate 4,0.002,1.9568018334459136,4.565003540651834e7,17.993901835589874,6.161208888998862e7,134.3,1.6995545572047032e7,2.293823115785131e7
C24,16S,Unkn,103,W4-6,500,18.6207435219419,plate 4,0.002,1.9568018334459136,4.436443933354556e7,18.03414654199362,5.991713921870647e7,134.3,1.6516917101096632e7,2.2307200006964434e7
D07,ITS,Unkn,36,W4-7,100,21.8963095640902,plate 4,0.01,1.8544864425391638,1.6486688506229041e7,19.510043635932668,4.097501693834433e7,133.3,6.184054203386736e6,1.5369473720309198e7
D08,ITS,Unkn,36,W4-7,100,21.9316504623262,plate 4,0.01,1.8544864425391638,1.610705012873197e7,19.54153307321429,4.009035266079828e7,133.3,6.041654211827445e6,1.5037641658213908e7
D09,ITS,Unkn,36,W4-7,100,21.9134887407085,plate 4,0.01,1.8544864425391638,1.6301041886389477e7,19.525350621087924,4.054257045471995e7,133.3,6.114419312224109e6,1.520726573695422e7
D10,ITS,Unkn,48,W4-7,500,24.4790948821849,plate 4,0.002,1.8544864425391638,1.5021090650098136e7,21.8113562891349,4.1564734247091375e7,133.3,5.634317573180095e6,1.5590673010911992e7
D11,ITS,Unkn,48,W4-7,500,24.5013605885992,plate 4,0.002,1.8544864425391638,1.4802232510134893e7,21.8311954726492,4.099706993598954e7,133.3,5.552225247612487e6,1.5377745662411677e7
D12,ITS,Unkn,48,W4-7,500,24.5787599758946,plate 4,0.002,1.8544864425391638,1.4065956161216477e7,21.900159853112843,3.908341207221952e7,133.3,5.276052573599578e6,1.465994451321062e7
D19,16S,Unkn,92,W4-7,100,16.504222726713,plate 4,0.01,1.9946294498525627,3.801587787838938e7,16.44019882327847,3.617488340667668e7,133.3,1.4259519084167058e7,1.3568973520883974e7
D20,16S,Unkn,92,W4-7,100,16.5981853347352,plate 4,0.01,1.9946294498525627,3.5637884936777346e7,16.533796927437503,3.39024670973994e7,133.3,1.3367548738476122e7,1.2716604312602924e7
D21,16S,Unkn,92,W4-7,100,16.6041239981698,plate 4,0.01,1.9946294498525627,3.549268850309262e7,16.53971255334889,3.3763738057529725e7,133.3,1.3313086460274799e7,1.2664567913552033e7
D22,16S,Unkn,104,W4-7,500,18.8736341743801,plate 4,0.002,1.9946294498525627,3.728489891513426e7,18.800418746313724,3.522736434515205e7,133.3,1.3985333426531978e7,1.3213565020687189e7
D23,16S,Unkn,104,W4-7,500,18.909353011921,plate 4,0.002,1.9946294498525627,3.6380519465201765e7,18.835999021776093,3.4369199816434376e7,133.3,1.3646106326032167e7,1.2891672849375233e7
D24,16S,Unkn,104,W4-7,500,18.9164563664258,plate 4,0.002,1.9946294498525627,3.620329896110339e7,18.84307482063708,3.4201046366296284e7,133.3,1.3579632018418374e7,1.2828599537245415e7
E01,ITS,Unkn,5,W1-6,100,19.7766573230407,plate 4,0.01,1.87438222924282,6.667288881024575e7,17.925862434702925,1.2285849809542811e8,130.6,2.5525608273447838e7,4.7036178443885185e7
E02,ITS,Unkn,5,W1-6,100,19.795944720457,plate 4,0.01,1.87438222924282,6.5830576779590756e7,17.943344824530516,1.2137869899720755e8,130.6,2.520313046691836e7,4.646963973859401e7
E03,ITS,Unkn,5,W1-6,100,19.8950251759152,plate 4,0.01,1.87438222924282,6.166842026864843e7,18.03315285353662,1.1405322436392026e8,130.6,2.3609655539298784e7,4.366509355433394e7
E04,ITS,Unkn,21,W1-6,500,22.2097508963907,plate 4,0.002,1.87438222924282,6.704573970998534e7,20.131255387323797,1.3319434156208788e8,130.6,2.5668353640882593e7,5.099323949543946e7
E05,ITS,Unkn,21,W1-6,500,22.4635566574098,plate 4,0.002,1.87438222924282,5.6716765864434056e7,20.361308782235124,1.1356193993627697e8,130.6,2.1713922612723604e7,4.347700610117801e7
E06,ITS,Unkn,21,W1-6,500,22.4793015896783,plate 4,0.002,1.87438222924282,5.61311559092118e7,20.37558022787321,1.124440991910624e8,130.6,2.148972278300605e7,4.304904256931945e7
E07,ITS,Unkn,37,W4-8,100,20.917277005438,plate 4,0.01,1.820688492448944,3.143487250655015e7,18.082653554118686,1.1020628731658384e8,137.7,1.141426016940819e7,4.0016807304496676e7
E08,ITS,Unkn,37,W4-8,100,20.8906291300348,plate 4,0.01,1.820688492448944,3.1991932855805736e7,18.059616889320292,1.1198016395167153e8,137.7,1.1616533353596855e7,4.06609164675641e7
E09,ITS,Unkn,37,W4-8,100,20.9484032849354,plate 4,0.01,1.820688492448944,3.079646337799395e7,18.109561728085776,1.0816984425903584e8,137.7,1.1182448575887417e7,3.9277358118749395e7
E10,ITS,Unkn,49,W4-8,500,23.5227131206042,plate 4,0.002,1.820688492448944,2.8215987113958266e7,20.335011670124462,1.1565090147406967e8,137.7,1.0245456468394432e7,4.199379138491999e7
E11,ITS,Unkn,49,W4-8,500,23.6468981341039,plate 4,0.002,1.820688492448944,2.5998210596556135e7,20.4423676407484,1.0735731838645281e8,137.7,9.440163615307238e6,3.898232330662774e7
E12,ITS,Unkn,49,W4-8,500,23.6444336637746,plate 4,0.002,1.820688492448944,2.6040480168260634e7,20.44023714531405,1.0751597509301673e8,137.7,9.455512043667624e6,3.903993285875698e7
E13,16S,Unkn,61,W1-6,100,15.9849310723992,plate 4,0.01,1.9913678189310413,5.4325367739608884e7,15.88518064394563,5.314767372072476e7,130.6,2.079837968591458e7,2.034750142447349e7
E14,16S,Unkn,61,W1-6,100,16.0069838599084,plate 4,0.01,1.9913678189310413,5.350799555269779e7,15.907095815909745,5.2346438157320805e7,130.6,2.0485450058460105e7,2.0040749677381624e7
E15,16S,Unkn,61,W1-6,100,16.0319090875344,plate 4,0.01,1.9913678189310413,5.259895372822806e7,15.931865503163147,5.145537139380664e7,130.6,2.013742485766771e7,1.969960619977283e7
E16,16S,Unkn,77,W1-6,500,18.3517505193323,plate 4,0.002,1.9913678189310413,5.3375809966242924e7,18.23723047736995,5.204951814618538e7,130.6,2.043484301923542e7,1.9927074328554895e7
E17,16S,Unkn,77,W1-6,500,18.2622859263606,plate 4,0.002,1.9913678189310413,5.676160556569742e7,18.14832416841211,5.535797295203294e7,130.6,2.173108942025169e7,2.11937109310999e7
E18,16S,Unkn,77,W1-6,500,18.4193132541709,plate 4,0.002,1.9913678189310413,5.0953405660901956e7,18.304371601898367,4.9682703594993345e7,130.6,1.9507429426072724e7,1.9020943183381833e7
E19,16S,Unkn,93,W4-8,100,16.2298840951182,plate 4,0.01,1.8408887424146672,4.590610805427613e7,14.288829514844684,1.6070664463515303e8,137.7,1.6668884551298523e7,5.8353901465197176e7
E20,16S,Unkn,93,W4-8,100,16.2339193040322,plate 4,0.01,1.8408887424146672,4.5778940653248124e7,14.292382122607684,1.6031139457552522e8,137.7,1.6622709024418345e7,5.821038292502731e7
E21,16S,Unkn,93,W4-8,100,16.2348226202528,plate 4,0.01,1.8408887424146672,4.575052142797619e7,14.293177404409976,1.602230476985802e8,137.7,1.6612389770506969e7,5.817830344901242e7
E22,16S,Unkn,105,W4-8,500,18.835395326909,plate 4,0.002,1.8408887424146672,3.827801499312766e7,16.582727953791025,1.6385949076232946e8,137.7,1.3899061362791453e7,5.949872576700416e7
E23,16S,Unkn,105,W4-8,500,18.8798684165997,plate 4,0.002,1.8408887424146672,3.7125447688554764e7,16.62188217035009,1.5947220793696424e8,137.7,1.3480554716250822e7,5.7905667369994275e7
E24,16S,Unkn,105,W4-8,500,18.8954079374518,plate 4,0.002,1.8408887424146672,3.673096022648816e7,16.635563202383146,1.5796708576019484e8,137.7,1.3337313081513492e7,5.735914515620728e7
F01,ITS,Unkn,6,W1-7,100,21.1659175250377,plate 4,0.01,1.9632252300087427,2.6682755985332903e7,20.599214788293036,1.9259541968679808e7,143.7,9.284187886337128e6,6.70130200719548e6
F02,ITS,Unkn,6,W1-7,100,21.2535131159491,plate 4,0.01,1.9632252300087427,2.5185683683194354e7,20.684465068114687,1.8154448616328258e7,143.7,8.763285902294487e6,6.316787966711295e6
F03,ITS,Unkn,6,W1-7,100,21.3260773333952,plate 4,0.01,1.9632252300087427,2.4009327679686785e7,20.755086429052543,1.7287170491182145e7,143.7,8.353976228144324e6,6.015021047732132e6
F04,ITS,Unkn,22,W1-7,500,23.6480857444608,plate 4,0.002,1.9632252300087427,2.597786570249433e7,23.014924678123588,1.8047407359216362e7,143.7,9.038923348119114e6,6.27954327043019e6
F05,ITS,Unkn,22,W1-7,500,23.6200919467755,plate 4,0.002,1.9632252300087427,2.646168866436148e7,22.987680394922663,1.8391458335618243e7,143.7,9.207268150438929e6,6.399254814063411e6
F06,ITS,Unkn,22,W1-7,500,23.6347494945882,plate 4,0.002,1.9632252300087427,2.6207245692367665e7,23.001945497075987,1.8210503092129346e7,143.7,9.118735453155069e6,6.336291959683142e6
F07,ITS,Unkn,38,W5-2,100,20.1189145278589,plate 4,0.01,1.810595264386619,5.3206855124014415e7,17.231127745319156,1.9885713698791417e8,133.7,1.9897851579661336e7,7.436691734776147e7
F08,ITS,Unkn,38,W5-2,100,20.0590699431195,plate 4,0.01,1.810595264386619,5.5347747176843226e7,17.179873007739637,2.060489453116681e8,133.7,2.0698484359328058e7,7.705644925642039e7
F09,ITS,Unkn,38,W5-2,100,20.102415746124,plate 4,0.01,1.810595264386619,5.3788678590127766e7,17.21699713129808,2.0081443196941832e8,133.7,2.0115437019494303e7,7.509889004091935e7
F10,ITS,Unkn,50,W5-2,500,22.7158112291856,plate 4,0.002,1.810595264386619,4.8028144177408084e7,19.45527650543223,2.1280199502479437e8,133.7,1.796116087412419e7,7.958189791503155e7
F11,ITS,Unkn,50,W5-2,500,22.731226024132,plate 4,0.002,1.810595264386619,4.754259085657353e7,19.4684787236991,2.1086351000950453e8,133.7,1.7779577732450835e7,7.885695961462398e7
F12,ITS,Unkn,50,W5-2,500,22.9665519641791,plate 4,0.002,1.810595264386619,4.071116548093251e7,19.670026939887606,1.8337045930799133e8,133.7,1.5224818803639684e7,6.857534005534455e7
F13,16S,Unkn,62,W1-7,100,15.9141468429255,plate 4,0.01,1.9442354974016864,5.7034249725343145e7,15.264897033838233,8.169739947059008e7,143.7,1.984490247924257e7,2.8426374206885908e7
F14,16S,Unkn,62,W1-7,100,16.1193474092131,plate 4,0.01,1.9442354974016864,4.9530403720237404e7,15.461726027976738,7.127821272145076e7,143.7,1.7233960932580866e7,2.4801048267728172e7
F15,16S,Unkn,62,W1-7,100,16.1753623898779,plate 4,0.01,1.9442354974016864,4.765936570642174e7,15.515455764207038,6.867244956999722e7,143.7,1.6582938659158576e7,2.389438050452235e7
F16,16S,Unkn,78,W1-7,500,18.4870653530158,plate 4,0.002,1.9442354974016864,4.86346080078011e7,17.732848129215014,7.383307043034163e7,143.7,1.692227140146176e7,2.569000362920725e7
F17,16S,Unkn,78,W1-7,500,18.4962019696574,plate 4,0.002,1.9442354974016864,4.833009267416113e7,17.74161199910061,7.338591976071595e7,143.7,1.6816316170550153e7,2.5534418845064703e7
F18,16S,Unkn,78,W1-7,500,18.4876438053002,plate 4,0.002,1.9442354974016864,4.8615271940973565e7,17.733402982368467,7.380468006782517e7,143.7,1.691554347285093e7,2.568012528455991e7
F19,16S,Unkn,94,W5-2,100,16.2576907187683,plate 4,0.01,1.9420926131830492,4.503691558742408e7,15.568559735165733,6.619065076585932e7,133.7,1.684252639769038e7,2.4753422126349784e7
F20,16S,Unkn,94,W5-2,100,16.2735384521017,plate 4,0.01,1.9420926131830492,4.454892241084574e7,15.583735714788917,6.5498028200545385e7,133.7,1.666003081931404e7,2.4494400972530063e7
F21,16S,Unkn,94,W5-2,100,16.2908421177194,plate 4,0.01,1.9420926131830492,4.40221338368672e7,15.600305912639678,6.475004868414394e7,133.7,1.6463026864946596e7,2.4214677892350014e7
F22,16S,Unkn,106,W5-2,500,18.691200176456,plate 4,0.002,1.9420926131830492,4.226683600923487e7,17.898917595545306,6.580502200504097e7,133.7,1.5806595366206009e7,2.4609207930082638e7
F23,16S,Unkn,106,W5-2,500,18.7500172831507,plate 4,0.002,1.9420926131830492,4.059191471285121e7,17.955241562759728,6.3285444538620375e7,133.7,1.518022240570352e7,2.36669575686688e7
F24,16S,Unkn,106,W5-2,500,18.6549734932372,plate 4,0.002,1.9420926131830492,4.333266838425237e7,17.8642264889512,6.740655041824076e7,133.7,1.620518638154539e7,2.520813403823514e7
G07,ITS,Unkn,39,W5-3,100,19.6560685850539,plate 4,0.01,1.9231029813653604,7.2189081951983e7,18.5442431238941,8.003023012948969e7,137.1,2.6327163366879288e7,2.918680894583869e7
G08,ITS,Unkn,39,W5-3,100,19.6631640771108,plate 4,0.01,1.9231029813653604,7.185222403083898e7,18.550937266683505,7.965974795304191e7,137.1,2.6204312192136753e7,2.9051695095930677e7
G09,ITS,Unkn,39,W5-3,100,19.6212714791702,plate 4,0.01,1.9231029813653604,7.386407504203089e7,18.511414280795435,8.187221351322424e7,137.1,2.693802882641535e7,2.985857531481555e7
G10,ITS,Unkn,51,W5-3,500,21.9210483771966,plate 4,0.002,1.9231029813653604,8.110006243602999e7,20.68110664542958,9.098379622093767e7,137.1,2.957697390081327e7,3.3181544938343424e7
G11,ITS,Unkn,51,W5-3,500,22.2002703286428,plate 4,0.002,1.9231029813653604,6.746605121208897e7,20.944534692128794,7.579914548543088e7,137.1,2.460468680236651e7,2.764374379483256e7
G12,ITS,Unkn,51,W5-3,500,22.2026053320772,plate 4,0.002,1.9231029813653604,6.73622872353154e7,20.94673761847672,7.568349213549474e7,137.1,2.456684436007126e7,2.7601565330231488e7
G19,16S,Unkn,95,W5-3,100,15.6139983673358,plate 4,0.01,2.006465908136189,7.010465687058996e7,15.6139983673358,6.4138420368337035e7,137.1,2.5566979165058337e7,2.3391108814127292e7
G20,16S,Unkn,95,W5-3,100,15.6231254898504,plate 4,0.01,2.006465908136189,6.966616604900901e7,15.6231254898504,6.373393337935115e7,137.1,2.540706274580927e7,2.3243593500857458e7
G21,16S,Unkn,95,W5-3,100,15.6179841021325,plate 4,0.01,2.006465908136189,6.991283331140782e7,15.6179841021325,6.396146964421988e7,137.1,2.5497021630710363e7,2.3326575362589307e7
G22,16S,Unkn,107,W5-3,500,17.8961548900127,plate 4,0.002,2.006465908136189,7.300713359320301e7,17.8961548900127,6.5931156825139694e7,137.1,2.662550459270715e7,2.404491496175773e7
G23,16S,Unkn,107,W5-3,500,17.9337397407101,plate 4,0.002,2.006465908136189,7.114495581059623e7,17.9337397407101,6.4235709958584726e7,137.1,2.5946373380961426e7,2.3426590065129366e7
G24,16S,Unkn,107,W5-3,500,17.9587107874283,plate 4,0.002,2.006465908136189,6.9934078641327e7,17.9587107874283,6.313344591466819e7,137.1,2.550476974519584e7,2.302459734305915e7
H07,ITS,Unkn,40,W5-4,100,19.2762545441638,plate 4,0.01,1.9775032746272052,9.272674273612842e7,18.961667683749138,5.992344214011739e7,136.1,3.406566595743146e7,2.2014490132298823e7
H08,ITS,Unkn,40,W5-4,100,19.4187598324434,plate 4,0.01,1.9775032746272052,8.441283176743695e7,19.1018472976541,5.437490155937477e7,136.1,3.101132688002827e7,1.9976084334818065e7
H09,ITS,Unkn,40,W5-4,100,19.4632276602787,plate 4,0.01,1.9775032746272052,8.197438784428503e7,19.14558941426183,5.2751011852310866e7,136.1,3.0115498840663124e7,1.9379504721642494e7
H10,ITS,Unkn,52,W5-4,500,21.6711628058674,plate 4,0.002,1.9775032746272052,9.562218025696358e7,21.31749124311576,5.853197800879103e7,136.1,3.512938290116223e7,2.1503298313295748e7
H11,ITS,Unkn,52,W5-4,500,21.7369167284774,plate 4,0.002,1.9775032746272052,9.156606541922064e7,21.38217206721347,5.596575056937064e7,136.1,3.36392598895006e7,2.056052555818172e7
H12,ITS,Unkn,52,W5-4,500,21.8315138483386,plate 4,0.002,1.9775032746272052,8.603065102291448e7,21.475225369997904,5.246993150006422e7,136.1,3.160567634934404e7,1.927624228510809e7
H19,16S,Unkn,96,W5-4,100,15.8931998792466,plate 4,0.01,2.0451520037711175,5.7861484935441405e7,15.8931998792466,5.285307136050877e7,136.1,2.125697462727458e7,1.941699903031182e7
H20,16S,Unkn,96,W5-4,100,15.8466491899659,plate 4,0.01,2.0451520037711175,5.9743073833669595e7,15.8466491899659,5.458626554591035e7,136.1,2.1948226977836e7,2.00537345870354e7
H21,16S,Unkn,96,W5-4,100,15.8993025243992,plate 4,0.01,2.0451520037711175,5.7619249013702326e7,15.8993025243992,5.262997340366017e7,136.1,2.116798273831827e7,1.933503798811909e7
H22,16S,Unkn,108,W5-4,500,17.9103837455221,plate 4,0.002,2.0451520037711175,7.22964857075458e7,17.9103837455221,6.528409432677811e7,136.1,2.6560060877129246e7,2.3983870068617966e7
H23,16S,Unkn,108,W5-4,500,18.2638081743255,plate 4,0.002,2.0451520037711175,5.670223729748629e7,18.2638081743255,5.109942689524653e7,136.1,2.0831093790406425e7,1.8772750512581386e7
H24,16S,Unkn,108,W5-4,500,18.2133900149956,plate 4,0.002,2.0451520037711175,5.870199218905313e7,18.2133900149956,5.291677978533874e7,136.1,2.15657576006808e7,1.9440404035760008e7
I01,ITS,Unkn,9,W3-3,100,19.8770622866075,plate 4,0.01,1.8857483001761801,6.240296923648134e7,18.190237643790923,1.0228697470367804e8,131.2,2.378161937365905e7,3.89813165791456e7
I02,ITS,Unkn,9,W3-3,100,20.1360432130388,plate 4,0.01,1.8857483001761801,5.2609475919886135e7,18.4272407043573,8.679112215678762e7,131.2,2.004934295727368e7,3.3075884968287967e7
I03,ITS,Unkn,9,W3-3,100,20.0346277830007,plate 4,0.01,1.8857483001761801,5.624672892602005e7,18.33443167923374,9.255792374932149e7,131.2,2.1435491206562523e7,3.527359898983289e7
I04,ITS,Unkn,25,W3-3,500,22.4863157808391,plate 4,0.002,1.8857483001761801,5.5872223782116175e7,20.57806238612941,9.772000181492859e7,131.2,2.1292768209647935e7,3.724085435020145e7
I05,ITS,Unkn,25,W3-3,500,22.5868870443793,plate 4,0.002,1.8857483001761801,5.2288276923328444e7,20.67009888315066,9.168065767589456e7,131.2,1.9926934803097732e7,3.4939275028923236e7
I06,ITS,Unkn,25,W3-3,500,22.5862687322476,plate 4,0.002,1.8857483001761801,5.2309593064597175e7,20.669533042763813,9.171662286046037e7,131.2,1.993505833254466e7,3.495298127304131e7
I13,16S,Unkn,65,W3-3,100,15.8882727484983,plate 4,0.01,1.98127266303864,5.8057803290886685e7,15.672628178315195,6.158414665458488e7,131.2,2.2125687229758646e7,2.3469568084826555e7
I14,16S,Unkn,65,W3-3,100,15.6971507920954,plate 4,0.01,1.98127266303864,6.620963759879867e7,15.484100236554003,7.018131371500106e7,131.2,2.5232331401981205e7,2.6745927482851017e7
I15,16S,Unkn,65,W3-3,100,15.8726711008105,plate 4,0.01,1.98127266303864,5.868384555878913e7,15.657238284961112,6.224460961720952e7,131.2,2.236427041112391e7,2.3721268908997532e7
I16,16S,Unkn,81,W3-3,500,18.1427465927422,plate 4,0.002,1.98127266303864,6.1623145038464084e7,17.89650303607222,6.591524847134958e7,131.2,2.3484430273804914e7,2.512014042353262e7
I17,16S,Unkn,81,W3-3,500,18.1753859687392,plate 4,0.002,1.98127266303864,6.025584444786214e7,17.928699412108223,6.4460522071009316e7,131.2,2.2963355353606e7,2.4565747740476113e7
I18,16S,Unkn,81,W3-3,500,18.2015907590899,plate 4,0.002,1.98127266303864,5.918008426548287e7,17.95454853631186,6.331585222798633e7,131.2,2.2553385771906585e7,2.412951685517772e7
J01,ITS,Unkn,10,W3-4,100,20.6524213657647,plate 4,0.01,1.958840636946438,3.743129049629755e7,20.03284936017793,2.8519304939704433e7,136.1,1.3751392540888153e7,1.0477334658230873e7
J02,ITS,Unkn,10,W3-4,100,20.6971228980825,plate 4,0.01,1.958840636946438,3.63444087138184e7,20.07620984790147,2.767490440692462e7,136.1,1.3352097249749597e7,1.0167121383881198e7
J03,ITS,Unkn,10,W3-4,100,20.7893194114571,plate 4,0.01,1.958840636946438,3.420137069703757e7,20.165640468711324,2.6011466025441762e7,136.1,1.2564794524995433e7,9.556012500162294e6
J04,ITS,Unkn,26,W3-4,500,23.0606447138771,plate 4,0.002,1.958840636946438,3.82627855259569e7,22.368826081937634,2.824293839887249e7,136.1,1.4056864631137729e7,1.037580396725661e7
J05,ITS,Unkn,26,W3-4,500,23.0786304707034,plate 4,0.002,1.958840636946438,3.7811822082023874e7,22.386272266612487,2.7903459692216255e7,136.1,1.3891191066136617e7,1.025108732263639e7
J06,ITS,Unkn,26,W3-4,500,23.1808091749781,plate 4,0.002,1.958840636946438,3.534889152260602e7,22.485385612902547,2.605085392540452e7,136.1,1.2986367201545196e7,9.570482705879692e6
J07,ITS,Unkn,42,W5-6,100,21.1070225265447,plate 4,0.01,1.8639320043513692,2.773902517276366e7,18.961477474298697,5.9931343155981764e7,132.3,1.048338063974439e7,2.264978955252523e7
J08,ITS,Unkn,42,W5-6,100,21.0445077151975,plate 4,0.01,1.8639320043513692,2.890599930196356e7,18.90531734154292,6.2310307651575e7,132.3,1.0924413946320316e7,2.3548869104903623e7
J09,ITS,Unkn,42,W5-6,100,21.0775490472356,plate 4,0.01,1.8639320043513692,2.8283222320595045e7,18.934999996800112,6.1041405657493636e7,132.3,1.0689048496067666e7,2.306931430744279e7
J10,ITS,Unkn,54,W5-6,500,23.5645679318822,plate 4,0.002,1.8639320043513692,2.7448146148802847e7,21.16921150152919,6.486790182075325e7,132.3,1.037344903582874e7,2.451545798214408e7
J11,ITS,Unkn,54,W5-6,500,23.7164471497258,plate 4,0.002,1.8639320043513692,2.4833212581070416e7,21.30565208021971,5.9014284212473e7,132.3,9.385189939935908e6,2.2303206429506045e7
J12,ITS,Unkn,54,W5-6,500,23.7020467760119,plate 4,0.002,1.8639320043513692,2.5070064854863126e7,21.292715515554836,5.954584161514109e7,132.3,9.474703270923326e6,2.2504097360219605e7
J13,16S,Unkn,66,W3-4,100,16.466702572027,plate 4,0.01,2.0595138480914197,3.900918635649085e7,16.466702572027,3.551638185541918e7,136.1,1.4331075075859975e7,1.3047899285605872e7
